name,url,base_experience,height,id,image_url,weight,stat_hp,stat_attack,stat_defense,stat_special-attack,stat_special-defense,stat_speed,ability_0_id,ability_0,ability_1_id,ability_1,type_0_id,type_0,type_1_id,type_1,ability_2_id,ability_2
virizion,https://pokeapi.co/api/v2/pokemon/640/,290.0,20,640,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,2000,91,90,72,90,129,108,154,justified,,,12,grass,2,fighting,,
tornadus-incarnate,https://pokeapi.co/api/v2/pokemon/641/,290.0,15,641,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,630,79,115,70,125,80,111,158,prankster,128,defiant,3,flying,,,,
thundurus-incarnate,https://pokeapi.co/api/v2/pokemon/642/,290.0,15,642,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,610,79,115,70,125,80,111,158,prankster,128,defiant,13,electric,3,flying,,
reshiram,https://pokeapi.co/api/v2/pokemon/643/,340.0,32,643,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,3300,100,120,100,150,120,90,163,turboblaze,,,16,dragon,10,fire,,
zekrom,https://pokeapi.co/api/v2/pokemon/644/,340.0,29,644,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,3450,100,150,120,120,100,90,164,teravolt,,,16,dragon,13,electric,,
landorus-incarnate,https://pokeapi.co/api/v2/pokemon/645/,300.0,15,645,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,680,89,125,90,115,80,101,159,sand-force,125,sheer-force,5,ground,3,flying,,
kyurem,https://pokeapi.co/api/v2/pokemon/646/,330.0,30,646,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,3250,125,130,90,130,90,95,46,pressure,,,16,dragon,15,ice,,
keldeo-ordinary,https://pokeapi.co/api/v2/pokemon/647/,290.0,14,647,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,485,91,72,90,129,90,108,154,justified,,,11,water,2,fighting,,
meloetta-aria,https://pokeapi.co/api/v2/pokemon/648/,270.0,6,648,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,65,100,77,77,128,128,90,32,serene-grace,,,1,normal,14,psychic,,
genesect,https://pokeapi.co/api/v2/pokemon/649/,300.0,15,649,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,825,71,120,95,120,95,99,88,download,,,7,bug,9,steel,,
chespin,https://pokeapi.co/api/v2/pokemon/650/,63.0,4,650,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,90,56,61,65,48,45,38,65,overgrow,171,bulletproof,12,grass,,,,
quilladin,https://pokeapi.co/api/v2/pokemon/651/,142.0,7,651,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,290,61,78,95,56,58,57,65,overgrow,171,bulletproof,12,grass,,,,
chesnaught,https://pokeapi.co/api/v2/pokemon/652/,239.0,16,652,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,900,88,107,122,74,75,64,65,overgrow,171,bulletproof,12,grass,2,fighting,,
fennekin,https://pokeapi.co/api/v2/pokemon/653/,61.0,4,653,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,94,40,45,40,62,60,60,66,blaze,170,magician,10,fire,,,,
braixen,https://pokeapi.co/api/v2/pokemon/654/,143.0,10,654,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,145,59,59,58,90,70,73,66,blaze,170,magician,10,fire,,,,
delphox,https://pokeapi.co/api/v2/pokemon/655/,240.0,15,655,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,390,75,69,72,114,100,104,66,blaze,170,magician,10,fire,14,psychic,,
froakie,https://pokeapi.co/api/v2/pokemon/656/,63.0,3,656,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,70,41,56,40,62,44,71,67,torrent,168,protean,11,water,,,,
frogadier,https://pokeapi.co/api/v2/pokemon/657/,142.0,6,657,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,109,54,63,52,83,56,97,67,torrent,168,protean,11,water,,,,
greninja,https://pokeapi.co/api/v2/pokemon/658/,239.0,15,658,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,400,72,95,67,103,71,122,67,torrent,168,protean,11,water,17,dark,,
bunnelby,https://pokeapi.co/api/v2/pokemon/659/,47.0,4,659,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,50,38,36,38,32,36,57,53,pickup,167,cheek-pouch,1,normal,,,37,huge-power
diggersby,https://pokeapi.co/api/v2/pokemon/660/,148.0,10,660,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,424,85,56,77,50,77,78,53,pickup,167,cheek-pouch,1,normal,5,ground,37,huge-power
fletchling,https://pokeapi.co/api/v2/pokemon/661/,56.0,3,661,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,17,45,50,43,40,38,62,145,big-pecks,177,gale-wings,1,normal,3,flying,,
fletchinder,https://pokeapi.co/api/v2/pokemon/662/,134.0,7,662,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,160,62,73,55,56,52,84,49,flame-body,177,gale-wings,10,fire,3,flying,,
talonflame,https://pokeapi.co/api/v2/pokemon/663/,175.0,12,663,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,245,78,81,71,74,69,126,49,flame-body,177,gale-wings,10,fire,3,flying,,
scatterbug,https://pokeapi.co/api/v2/pokemon/664/,40.0,3,664,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,25,38,35,40,27,25,35,19,shield-dust,14,compound-eyes,7,bug,,,132,friend-guard
spewpa,https://pokeapi.co/api/v2/pokemon/665/,75.0,3,665,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png,84,45,22,60,27,30,29,61,shed-skin,132,friend-guard,7,bug,,,,
vivillon,https://pokeapi.co/api/v2/pokemon/666/,185.0,12,666,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png,170,80,52,50,90,50,89,19,shield-dust,14,compound-eyes,7,bug,3,flying,132,friend-guard
litleo,https://pokeapi.co/api/v2/pokemon/667/,74.0,6,667,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png,135,62,50,58,73,54,72,79,rivalry,127,unnerve,10,fire,1,normal,153,moxie
pyroar,https://pokeapi.co/api/v2/pokemon/668/,177.0,15,668,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png,815,86,68,72,109,66,106,79,rivalry,127,unnerve,10,fire,1,normal,153,moxie
flabebe,https://pokeapi.co/api/v2/pokemon/669/,61.0,1,669,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png,1,44,38,39,61,79,42,166,flower-veil,180,symbiosis,18,fairy,,,,
floette,https://pokeapi.co/api/v2/pokemon/670/,130.0,2,670,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png,9,54,45,47,75,98,52,166,flower-veil,180,symbiosis,18,fairy,,,,
florges,https://pokeapi.co/api/v2/pokemon/671/,248.0,11,671,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png,100,78,65,68,112,154,75,166,flower-veil,180,symbiosis,18,fairy,,,,
skiddo,https://pokeapi.co/api/v2/pokemon/672/,70.0,9,672,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png,310,66,65,48,62,57,52,157,sap-sipper,179,grass-pelt,12,grass,,,,
gogoat,https://pokeapi.co/api/v2/pokemon/673/,186.0,17,673,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png,910,123,100,62,97,81,68,157,sap-sipper,179,grass-pelt,12,grass,,,,
pancham,https://pokeapi.co/api/v2/pokemon/674/,70.0,6,674,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,80,67,82,62,46,48,43,89,iron-fist,104,mold-breaker,2,fighting,,,113,scrappy
pangoro,https://pokeapi.co/api/v2/pokemon/675/,173.0,21,675,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,1360,95,124,78,69,71,58,89,iron-fist,104,mold-breaker,2,fighting,17,dark,113,scrappy
furfrou,https://pokeapi.co/api/v2/pokemon/676/,165.0,12,676,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,280,75,80,60,65,90,102,169,fur-coat,,,1,normal,,,,
espurr,https://pokeapi.co/api/v2/pokemon/677/,71.0,3,677,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png,35,62,48,54,63,60,68,51,keen-eye,151,infiltrator,14,psychic,,,20,own-tempo
meowstic-male,https://pokeapi.co/api/v2/pokemon/678/,163.0,6,678,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png,85,74,48,76,83,81,104,51,keen-eye,151,infiltrator,14,psychic,,,158,prankster
honedge,https://pokeapi.co/api/v2/pokemon/679/,65.0,8,679,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,20,45,80,100,35,37,28,99,no-guard,,,9,steel,8,ghost,,
doublade,https://pokeapi.co/api/v2/pokemon/680/,157.0,8,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,45,59,110,150,45,49,35,99,no-guard,,,9,steel,8,ghost,,
aegislash-shield,https://pokeapi.co/api/v2/pokemon/681/,250.0,17,681,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,530,60,50,140,50,140,60,176,stance-change,,,9,steel,8,ghost,,
spritzee,https://pokeapi.co/api/v2/pokemon/682/,68.0,2,682,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,5,78,52,60,63,65,23,131,healer,165,aroma-veil,18,fairy,,,,
aromatisse,https://pokeapi.co/api/v2/pokemon/683/,162.0,8,683,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,155,101,72,72,99,89,29,131,healer,165,aroma-veil,18,fairy,,,,
swirlix,https://pokeapi.co/api/v2/pokemon/684/,68.0,4,684,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,35,62,48,66,59,57,49,175,sweet-veil,84,unburden,18,fairy,,,,
slurpuff,https://pokeapi.co/api/v2/pokemon/685/,168.0,8,685,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png,50,82,80,86,85,75,72,175,sweet-veil,84,unburden,18,fairy,,,,
inkay,https://pokeapi.co/api/v2/pokemon/686/,58.0,4,686,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png,35,53,54,53,37,46,45,126,contrary,21,suction-cups,17,dark,14,psychic,151,infiltrator
malamar,https://pokeapi.co/api/v2/pokemon/687/,169.0,15,687,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png,470,86,92,88,68,75,73,126,contrary,21,suction-cups,17,dark,14,psychic,151,infiltrator
binacle,https://pokeapi.co/api/v2/pokemon/688/,61.0,5,688,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png,310,42,52,67,39,56,50,181,tough-claws,97,sniper,6,rock,11,water,124,pickpocket
barbaracle,https://pokeapi.co/api/v2/pokemon/689/,175.0,13,689,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png,960,72,105,115,54,86,68,181,tough-claws,97,sniper,6,rock,11,water,124,pickpocket
skrelp,https://pokeapi.co/api/v2/pokemon/690/,64.0,5,690,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png,73,50,60,60,60,60,30,38,poison-point,143,poison-touch,4,poison,11,water,91,adaptability
dragalge,https://pokeapi.co/api/v2/pokemon/691/,173.0,18,691,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png,815,65,75,90,97,123,44,38,poison-point,143,poison-touch,4,poison,16,dragon,91,adaptability
clauncher,https://pokeapi.co/api/v2/pokemon/692/,66.0,5,692,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png,83,50,53,62,58,63,44,178,mega-launcher,,,11,water,,,,
clawitzer,https://pokeapi.co/api/v2/pokemon/693/,100.0,13,693,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png,353,71,73,88,120,89,59,178,mega-launcher,,,11,water,,,,
helioptile,https://pokeapi.co/api/v2/pokemon/694/,58.0,5,694,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png,60,44,38,33,61,43,70,87,dry-skin,8,sand-veil,13,electric,1,normal,94,solar-power
heliolisk,https://pokeapi.co/api/v2/pokemon/695/,168.0,10,695,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,210,62,55,52,109,94,109,87,dry-skin,8,sand-veil,13,electric,1,normal,94,solar-power
tyrunt,https://pokeapi.co/api/v2/pokemon/696/,72.0,8,696,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,260,58,89,77,45,45,48,173,strong-jaw,5,sturdy,6,rock,16,dragon,,
tyrantrum,https://pokeapi.co/api/v2/pokemon/697/,182.0,25,697,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,2700,82,121,119,69,59,71,173,strong-jaw,69,rock-head,6,rock,16,dragon,,
amaura,https://pokeapi.co/api/v2/pokemon/698/,72.0,13,698,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,252,77,59,50,67,63,46,174,refrigerate,117,snow-warning,6,rock,15,ice,,
aurorus,https://pokeapi.co/api/v2/pokemon/699/,104.0,27,699,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,2250,123,77,72,99,92,58,174,refrigerate,117,snow-warning,6,rock,15,ice,,
sylveon,https://pokeapi.co/api/v2/pokemon/700/,184.0,10,700,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,235,95,65,65,110,130,60,56,cute-charm,182,pixilate,18,fairy,,,,
hawlucha,https://pokeapi.co/api/v2/pokemon/701/,175.0,8,701,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,215,78,92,75,74,63,118,7,limber,84,unburden,2,fighting,3,flying,104,mold-breaker
dedenne,https://pokeapi.co/api/v2/pokemon/702/,151.0,2,702,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png,22,67,58,57,81,67,101,167,cheek-pouch,53,pickup,13,electric,18,fairy,57,plus
carbink,https://pokeapi.co/api/v2/pokemon/703/,100.0,3,703,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png,57,50,50,150,50,150,50,29,clear-body,5,sturdy,6,rock,18,fairy,,
goomy,https://pokeapi.co/api/v2/pokemon/704/,60.0,3,704,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png,28,45,50,35,55,75,40,157,sap-sipper,93,hydration,16,dragon,,,183,gooey
sliggoo,https://pokeapi.co/api/v2/pokemon/705/,158.0,8,705,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png,175,68,75,53,83,113,60,157,sap-sipper,93,hydration,16,dragon,,,183,gooey
goodra,https://pokeapi.co/api/v2/pokemon/706/,300.0,20,706,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png,1505,90,100,70,110,150,80,157,sap-sipper,93,hydration,16,dragon,,,183,gooey
klefki,https://pokeapi.co/api/v2/pokemon/707/,165.0,2,707,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png,30,57,80,91,80,87,75,158,prankster,170,magician,9,steel,18,fairy,,
phantump,https://pokeapi.co/api/v2/pokemon/708/,62.0,4,708,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png,70,43,70,48,50,60,38,30,natural-cure,119,frisk,8,ghost,12,grass,139,harvest
trevenant,https://pokeapi.co/api/v2/pokemon/709/,166.0,15,709,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png,710,85,110,76,65,82,56,30,natural-cure,119,frisk,8,ghost,12,grass,139,harvest
pumpkaboo-average,https://pokeapi.co/api/v2/pokemon/710/,67.0,4,710,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png,50,49,66,70,44,55,51,53,pickup,119,frisk,8,ghost,12,grass,15,insomnia
gourgeist-average,https://pokeapi.co/api/v2/pokemon/711/,173.0,9,711,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png,125,65,90,122,58,75,84,53,pickup,119,frisk,8,ghost,12,grass,15,insomnia
bergmite,https://pokeapi.co/api/v2/pokemon/712/,61.0,10,712,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png,995,55,69,85,32,35,28,20,own-tempo,115,ice-body,15,ice,,,5,sturdy
avalugg,https://pokeapi.co/api/v2/pokemon/713/,180.0,20,713,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png,5050,95,117,184,44,46,28,20,own-tempo,115,ice-body,15,ice,,,5,sturdy
noibat,https://pokeapi.co/api/v2/pokemon/714/,49.0,5,714,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png,80,40,30,35,45,40,55,119,frisk,151,infiltrator,3,flying,16,dragon,140,telepathy
noivern,https://pokeapi.co/api/v2/pokemon/715/,187.0,15,715,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png,850,85,70,80,97,80,123,119,frisk,151,infiltrator,3,flying,16,dragon,140,telepathy
xerneas,https://pokeapi.co/api/v2/pokemon/716/,340.0,30,716,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png,2150,126,131,95,131,98,99,187,fairy-aura,,,18,fairy,,,,
yveltal,https://pokeapi.co/api/v2/pokemon/717/,340.0,58,717,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png,2030,126,131,95,131,98,99,186,dark-aura,,,17,dark,3,flying,,
zygarde-50,https://pokeapi.co/api/v2/pokemon/718/,300.0,50,718,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png,3050,108,100,121,81,95,95,188,aura-break,,,16,dragon,5,ground,,
diancie,https://pokeapi.co/api/v2/pokemon/719/,300.0,7,719,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png,88,50,100,150,100,150,50,29,clear-body,,,6,rock,18,fairy,,
hoopa,https://pokeapi.co/api/v2/pokemon/720/,270.0,5,720,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png,90,80,110,60,150,130,70,170,magician,,,14,psychic,8,ghost,,
volcanion,https://pokeapi.co/api/v2/pokemon/721/,300.0,17,721,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png,1950,80,110,120,130,90,70,11,water-absorb,,,10,fire,11,water,,
rowlet,https://pokeapi.co/api/v2/pokemon/722/,64.0,3,722,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png,15,68,55,55,50,50,42,65,overgrow,203,long-reach,12,grass,3,flying,,
dartrix,https://pokeapi.co/api/v2/pokemon/723/,147.0,7,723,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png,160,78,75,75,70,70,52,65,overgrow,203,long-reach,12,grass,3,flying,,
decidueye,https://pokeapi.co/api/v2/pokemon/724/,265.0,16,724,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png,366,78,107,75,100,100,70,65,overgrow,203,long-reach,12,grass,8,ghost,,
litten,https://pokeapi.co/api/v2/pokemon/725/,64.0,4,725,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png,43,45,65,40,60,40,70,66,blaze,22,intimidate,10,fire,,,,
torracat,https://pokeapi.co/api/v2/pokemon/726/,147.0,7,726,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png,250,65,85,50,80,50,90,66,blaze,22,intimidate,10,fire,,,,
incineroar,https://pokeapi.co/api/v2/pokemon/727/,265.0,18,727,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png,830,95,115,90,80,90,60,66,blaze,22,intimidate,10,fire,17,dark,,
popplio,https://pokeapi.co/api/v2/pokemon/728/,64.0,4,728,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png,75,50,54,54,66,56,40,67,torrent,204,liquid-voice,11,water,,,,
brionne,https://pokeapi.co/api/v2/pokemon/729/,147.0,6,729,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png,175,60,69,69,91,81,50,67,torrent,204,liquid-voice,11,water,,,,
primarina,https://pokeapi.co/api/v2/pokemon/730/,265.0,18,730,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png,440,80,74,74,126,116,60,67,torrent,204,liquid-voice,11,water,18,fairy,,
pikipek,https://pokeapi.co/api/v2/pokemon/731/,53.0,3,731,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png,12,35,75,30,30,30,65,51,keen-eye,92,skill-link,1,normal,3,flying,53,pickup
trumbeak,https://pokeapi.co/api/v2/pokemon/732/,124.0,6,732,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png,148,55,85,50,40,50,75,51,keen-eye,92,skill-link,1,normal,3,flying,53,pickup
toucannon,https://pokeapi.co/api/v2/pokemon/733/,218.0,11,733,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png,260,80,120,75,75,75,60,51,keen-eye,92,skill-link,1,normal,3,flying,125,sheer-force
yungoos,https://pokeapi.co/api/v2/pokemon/734/,51.0,4,734,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png,60,48,70,30,30,30,45,198,stakeout,173,strong-jaw,1,normal,,,91,adaptability
gumshoos,https://pokeapi.co/api/v2/pokemon/735/,146.0,7,735,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png,142,88,110,60,55,60,45,198,stakeout,173,strong-jaw,1,normal,,,91,adaptability
grubbin,https://pokeapi.co/api/v2/pokemon/736/,60.0,4,736,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png,44,47,62,45,55,45,46,68,swarm,,,7,bug,,,,
charjabug,https://pokeapi.co/api/v2/pokemon/737/,140.0,5,737,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,105,57,82,95,55,75,36,217,battery,,,7,bug,13,electric,,
vikavolt,https://pokeapi.co/api/v2/pokemon/738/,250.0,15,738,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,450,77,70,90,145,75,43,26,levitate,,,7,bug,13,electric,,
crabrawler,https://pokeapi.co/api/v2/pokemon/739/,68.0,6,739,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png,70,47,82,57,42,47,63,52,hyper-cutter,89,iron-fist,2,fighting,,,83,anger-point
crabominable,https://pokeapi.co/api/v2/pokemon/740/,167.0,17,740,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png,1800,97,132,77,62,67,43,52,hyper-cutter,89,iron-fist,2,fighting,15,ice,83,anger-point
oricorio-baile,https://pokeapi.co/api/v2/pokemon/741/,167.0,6,741,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,34,75,70,70,98,70,93,216,dancer,,,10,fire,3,flying,,
cutiefly,https://pokeapi.co/api/v2/pokemon/742/,61.0,1,742,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,2,40,45,40,55,40,84,118,honey-gather,19,shield-dust,7,bug,18,fairy,175,sweet-veil
ribombee,https://pokeapi.co/api/v2/pokemon/743/,162.0,2,743,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,5,60,55,60,95,70,124,118,honey-gather,19,shield-dust,7,bug,18,fairy,175,sweet-veil
rockruff,https://pokeapi.co/api/v2/pokemon/744/,56.0,5,744,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,92,45,65,40,30,40,60,51,keen-eye,72,vital-spirit,6,rock,,,80,steadfast
lycanroc-midday,https://pokeapi.co/api/v2/pokemon/745/,170.0,8,745,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,250,75,115,65,55,65,112,51,keen-eye,146,sand-rush,6,rock,,,80,steadfast
wishiwashi-solo,https://pokeapi.co/api/v2/pokemon/746/,61.0,2,746,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,3,45,20,20,25,25,40,208,schooling,,,11,water,,,,
mareanie,https://pokeapi.co/api/v2/pokemon/747/,61.0,4,747,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,80,50,53,62,43,52,45,196,merciless,7,limber,4,poison,11,water,144,regenerator
toxapex,https://pokeapi.co/api/v2/pokemon/748/,173.0,7,748,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,145,50,63,152,53,142,35,196,merciless,7,limber,4,poison,11,water,144,regenerator
mudbray,https://pokeapi.co/api/v2/pokemon/749/,77.0,10,749,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png,1100,70,100,70,45,55,45,20,own-tempo,192,stamina,5,ground,,,39,inner-focus
mudsdale,https://pokeapi.co/api/v2/pokemon/750/,175.0,25,750,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,9200,100,125,100,55,85,35,20,own-tempo,192,stamina,5,ground,,,39,inner-focus
dewpider,https://pokeapi.co/api/v2/pokemon/751/,54.0,3,751,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,40,38,40,52,40,72,27,199,water-bubble,11,water-absorb,11,water,7,bug,,
araquanid,https://pokeapi.co/api/v2/pokemon/752/,159.0,18,752,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,820,68,70,92,50,132,42,199,water-bubble,11,water-absorb,11,water,7,bug,,
fomantis,https://pokeapi.co/api/v2/pokemon/753/,50.0,3,753,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,15,40,55,35,50,35,35,102,leaf-guard,126,contrary,12,grass,,,,
lurantis,https://pokeapi.co/api/v2/pokemon/754/,168.0,9,754,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,185,70,105,90,80,90,45,102,leaf-guard,126,contrary,12,grass,,,,
morelull,https://pokeapi.co/api/v2/pokemon/755/,57.0,2,755,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,15,40,35,55,65,75,15,35,illuminate,27,effect-spore,12,grass,18,fairy,44,rain-dish
shiinotic,https://pokeapi.co/api/v2/pokemon/756/,142.0,10,756,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,115,60,45,80,90,100,30,35,illuminate,27,effect-spore,12,grass,18,fairy,44,rain-dish
salandit,https://pokeapi.co/api/v2/pokemon/757/,64.0,6,757,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,48,48,44,40,71,40,77,212,corrosion,12,oblivious,4,poison,10,fire,,
